dist_HS;-0.3
dist_uni;-0.8
dist_comm;-0.5
dist_busStop;-0.6
dist_Tstop;-0.75
dist_cultural;-0.2
dist_rest;-0.4
dist_night;-0.4
dist_park;-0.3
