nb_people,movingPeople,meanDiversityGlobal
100000,84880,0.03874426883020064
100000,4060,0.03460539392735024
100000,2020,0.03533096990030529
100000,1820,0.02826925344702946
100000,620,0.03845960155833525
100000,1620,0.02965436546135896
100000,540,0.02946781842288787
100000,420,0.03412154201766098
100000,280,0.02546790018874685
100000,180,0.03405060326086751
