nb_people,movingPeople,meanDiversityGlobal
60000,56220,0.1400793653577438
60000,7990,0.09999578461028351
60000,6110,0.06451847050977656
60000,4580,0.07982688330549385
60000,3560,0.06900067901989797
60000,3580,0.06059918887263071
60000,3100,0.04448008140719691
60000,2940,0.06474778766746048
60000,2820,0.05013993436668033
60000,2530,0.05315577897823553
