nb_people,movingPeople,meanDiversityGlobal
70000,64570,0.09952098628593671
70000,7410,0.07454143581714014
70000,5120,0.06626097048888516
70000,3980,0.05707092111213004
70000,2970,0.05555895420740807
70000,2640,0.05822496947864914
70000,2450,0.0631395901477881
70000,2590,0.0525006958366892
70000,2180,0.04785324219433486
70000,1900,0.04546103314151183
