nb_people,movingPeople,meanDiversityGlobal
30000,27630,0.08164016261412896
30000,5340,0.09439103737809262
30000,4700,0.1003523017295253
30000,4020,0.10904105230877087
30000,3920,0.08486794020214193
30000,3550,0.09596298471617512
30000,3540,0.10684605438337437
30000,3850,0.10571342889042397
30000,3550,0.09313753112816446
30000,3510,0.09942565788270392
