nb_people,movingPeople,meanDiversityGlobal
50000,46600,0.12084795378251054
50000,7580,0.12059062444563191
50000,5740,0.11253170719102834
50000,5580,0.0702991606340551
50000,4660,0.0940119402027778
50000,4130,0.08352277280712071
50000,4260,0.04974047354814431
50000,3320,0.07161701556216783
50000,3280,0.05033296978090319
50000,3240,0.07530155557954771
