nb_people,movingPeople,meanDiversityGlobal
80000,71680,0.06684562767180448
80000,6800,0.07047655776374985
80000,4560,0.0722166055992997
80000,4250,0.03959882598335905
80000,4350,0.04951927726586425
80000,2750,0.03429916986554028
80000,2110,0.04514172909867546
80000,1590,0.04520815951897187
80000,1050,0.0354531246375048
80000,1260,0.03637475004650552
