init,cycle,nb_people,movingPeople,meanDiversityGlobal,empty_perc,rent_incr,rent_decr
1,0,40000,0,0.21593362991937842,0.9,1.05,0.95
0,0,40000,33360,0.06463258168498004,0.9,1.05,0.95
0,1,40000,7510,0.1410178488881783,0.9,1.05,0.95
0,2,40000,5640,0.09726815596212089,0.9,1.05,0.95
0,3,40000,5860,0.1268617309185153,0.9,1.05,0.95
0,4,40000,5010,0.09089286881190668,0.9,1.05,0.95
0,5,40000,4800,0.1162823604493512,0.9,1.05,0.95
0,6,40000,4680,0.12191685621617515,0.9,1.05,0.95
0,7,40000,5520,0.11962210915064744,0.9,1.05,0.95
0,8,40000,5270,0.10761590884904675,0.9,1.05,0.95
0,9,40000,5340,0.1106274996571653,0.9,1.05,0.95
